,"dateUpdated","timeUpdated","brand","categories","colors","name","isSale","offer"
"AWo0mV3hM263mwCq51YV","2019-04-19","2019-04-19T07:07:48Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Clear/Gold Multi Glitter/Tinted Synthetic","Women's Pleaser Eclipse 608GT Ankle Strap Sandal",,"Online only"
"AWo0hP_EJbEilcB6MTKk","2019-04-19","2019-04-19T07:07:48Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Clear and Gold Multi Glitter","FLAMINGO-808GF, 8'' Heel 4'' Glitter Filled Platform Ankle Strap Sandal",,"Online only"
"AWo0iUqW0U_gzG0he0GJ","2019-04-19","2019-04-19T07:07:47Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Stretch Patent","women's pleaser indulge 3063",,"Online only"
"AWo0goW5M263mwCq5z9K","2019-04-19","2019-04-19T07:07:47Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Box Synthetic/Rubber","trotters women's blast iii boot,black quill,11 n us",,"Online only"
"AWo0lICuM263mwCq51O6","2019-04-19","2019-04-19T07:07:47Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gold Sequins/Gold Chrome","Women's Pleaser Blondie R-3011",,"Online only"
"AWo0fcMSJbEilcB6MSUU","2019-04-19","2019-04-19T07:07:46Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's trotters shannon ankle boot",,"Online only"
"AWo0hpen0U_gzG0hezzr","2019-04-19","2019-04-19T07:07:46Z","catan","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","trotters women's luxury boot, tan/cognac, 9.5 m us",,"Online only"
"AWo0hY07JbEilcB6MTPD","2019-04-19","2019-04-19T07:07:46Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","WHITE","Women's SAS, Siesta Lace up Shoe",,"Online only"
"AWo0m2npJbEilcB6MUZB","2019-04-19","2019-04-19T07:07:46Z","catan","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Croco/Smooth Leather","trotters women's luxury boot, tan/cognac, 9.5 m us",,"Online only"
"AWo0fP0AM263mwCq5zWe","2019-04-19","2019-04-19T07:07:46Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","BLACK","Women's SAS, Liberty Lace up Shoes",,"Online only"
"AWo0ht7E0U_gzG0hez2J","2019-04-19","2019-04-19T07:07:45Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","trotters women's mindy black tumbled leather boot 9.5 n (aa)",,"Online only"
"AWo0k_vT0U_gzG0he0ib","2019-04-19","2019-04-19T07:07:45Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's lillian bootie",,"Online only"
"AWo0gwi7M263mwCq50BZ","2019-04-19","2019-04-19T07:07:23Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Kid Suede","women's trotters shannon ankle boot",,"Online only"
"AWo0g4CVJbEilcB6MS-_","2019-04-19","2019-04-19T07:07:23Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Kid Suede","women's trotters shannon ankle boot",,"Online only: 62% off"
"AWo0lio7AGTnQPR7rBon","2019-04-19","2019-04-19T07:07:23Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","BONE","Women's SAS, Siesta Lace up Shoe",,"Online only"
"AWo0exZ50U_gzG0heydh","2019-04-19","2019-04-19T07:07:23Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Brown Lux Soft Leather","women's trotters shannon ankle boot",,"Online only"
"AWo0f8D-JbEilcB6MSii","2019-04-19","2019-04-19T07:07:23Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Lux Soft Leather","women's trotters shannon ankle boot",,"Online only"
"AWo0gq910U_gzG0hezT-","2019-04-19","2019-04-19T07:07:22Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","BONE","Women's SAS, Siesta Lace up Shoe",,"Online only"
"AWo0h9tiJbEilcB6MThL","2019-04-19","2019-04-19T07:07:22Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Kid Suede","women's trotters shannon ankle boot",,"Online only: 10% off"
"AWo0jy-fAGTnQPR7rBZ4","2019-04-19","2019-04-19T07:07:22Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","BLACK","Women's SAS, Siesta Lace up Shoe",,"Online only"
"AWo0iRxzAGTnQPR7rBDC","2019-04-19","2019-04-19T07:07:22Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Brown Lux Soft Leather","women's trotters shannon ankle boot",,"Online only: 33% off"
"AWo0kIcC0U_gzG0he0cg","2019-04-19","2019-04-19T07:07:21Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","BLACK","Women's SAS, Siesta Lace up Shoe",,"Online only"
"AWo0hmkJAGTnQPR7rAwQ","2019-04-19","2019-04-19T07:07:21Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","BONE","Women's SAS, Siesta Lace up Shoe",,"Online only"
"AWo0gR96AGTnQPR7rAGJ","2019-04-19","2019-04-19T07:07:21Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Lux Soft Leather","women's trotters shannon ankle boot",,"Online only"
"AWo0gZ8mJbEilcB6MSvj","2019-04-19","2019-04-19T07:07:21Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's trotters shannon ankle boot",,"Online only"
"AWo0h5u1AGTnQPR7rA59","2019-04-19","2019-04-19T07:07:20Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Suede","trotters women's luxury boot, tan/cognac, 8.5 m us",,"Online only"
"AWo0fhbKAGTnQPR7q_xl","2019-04-19","2019-04-19T07:07:20Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","White","trotters women's luxury boot, tan/cognac, 8.5 m us",,"Online only"
"AWo0h_goAGTnQPR7rA8Z","2019-04-19","2019-04-19T07:07:20Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Suede","trotters women's luxury boot, tan/cognac, 8.5 m us",,"Online only"
"AWo0ijhpAGTnQPR7rBPx","2019-04-19","2019-04-19T07:07:20Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Suede","trotters women's luxury boot, tan/cognac, 8.5 m us",,"Online only"
"AWo0eyIqJbEilcB6MSA6","2019-04-19","2019-04-19T07:07:20Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Suede","trotters women's luxury boot, tan/cognac, 8.5 m us",,"Online only"
"AWo0ffTTJbEilcB6MSWB","2019-04-19","2019-04-19T07:07:20Z","Propet","Clothing,Shoes,Womens Shoes,All Womens Shoes","Sand","Women's Propet SAPPHIRE Mary Janes BLUE 10 (2E)",,"Online only"
"AWo0ffNDJbEilcB6MSV7","2019-04-19","2019-04-19T07:07:19Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","Tan Suede","trotters women's luxury boot, tan/cognac, 8.5 m us",,"Online only"
"AWo0ifiQAGTnQPR7rBNC","2019-04-19","2019-04-19T07:07:19Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","Tan Suede","trotters women's luxury boot, tan/cognac, 8.5 m us",,"Online only"
"AWo0glvZJbEilcB6MS1K","2019-04-19","2019-04-19T07:07:19Z","Propet","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver, Light Grey","Women's Propet SAPPHIRE Mary Janes BLUE 10 (2E)",,"Online only"
"AWo0fe_X0U_gzG0heyxf","2019-04-19","2019-04-19T07:07:19Z","Propet","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Women's Propet SAPPHIRE Mary Janes BLUE 10 (2E)",,"Online only"
"AWo0icgpAGTnQPR7rBKg","2019-04-19","2019-04-19T07:07:19Z","Propet","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver, Light Grey","Women's Propet SAPPHIRE Mary Janes BLUE 10 (2E)",,"Online only"
"AWo0gUWdJbEilcB6MSs5","2019-04-19","2019-04-19T07:07:19Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Croco/Smooth Leather","trotters women's luxury boot, tan/cognac, 8.5 m us",,"Online only"
"AWo0e9C_AGTnQPR7q_fv","2019-04-19","2019-04-19T07:07:19Z","Propet","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver, Light Grey","Women's Propet SAPPHIRE Mary Janes BLUE 10 (2E)",,"Online only"
"AWo0fiwzJbEilcB6MSXN","2019-04-19","2019-04-19T07:07:13Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","trotters women's lyra wide calf black embossed snake/leather 12 ww (ee)",,"Online only"
"AWo0h2CwAGTnQPR7rA4e","2019-04-19","2019-04-19T07:07:07Z","Diba True","Clothing,Shoes,Womens Shoes,All Womens Shoes","Chocolate Leather","Women's Diba True What To Do Riding Boot",,"Online only"
"AWo0iZ_kJbEilcB6MTuW","2019-04-19","2019-04-19T07:07:07Z","Softwalk","Womens Shoes,Clothing,All Womens Shoes,Shoes","Electric Violet Nubuck Leather","Softwalk Womens Hampshire Black Snake Flats Size 6.5",,"Online only"
"AWo0ic5pJbEilcB6MTwQ","2019-04-19","2019-04-19T07:07:06Z","Easy Street","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","easy street women's proper pump (sand super suede)",,"Online only"
"AWo0iV6SAGTnQPR7rBGJ","2019-04-19","2019-04-19T07:07:06Z","Diba True","Womens Shoes,Clothing,All Womens Shoes,Shoes","Chestnut Suede","Women's Diba True This N That Ankle Strap Thong Sandal",,"Online only"
"AWo0iTzqJbEilcB6MTqr","2019-04-19","2019-04-19T07:07:03Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Nubuck Waterproof Polyurethane/Faux Fur","women's trotters below zero waterproof ankle boot",,"Online only"
"AWo0iapvJbEilcB6MTur","2019-04-19","2019-04-19T07:07:03Z","totes","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Women's totes Celina Waterproof Snow Boot",,"Online only: 50% off"
"AWo0fepfAGTnQPR7q_wq","2019-04-19","2019-04-19T07:07:03Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Nubuck Waterproof Polyurethane/Faux Fur","women's trotters below zero waterproof ankle boot",,"Online only"
"AWo0gJde0U_gzG0hezDl","2019-04-19","2019-04-19T07:07:01Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Leopard","Alrisco Nature Breeze New Women Vickie-HI New Women Suede Slouchy Thigh High Boot",,"Online only"
"AWo0h3MsAGTnQPR7rA46","2019-04-19","2019-04-19T07:07:01Z","White Mountain","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Suede","Women's White Mountain Theo Winter Bootie",,"Online only: 70% off"
"AWo0f3ei0U_gzG0hey7D","2019-04-19","2019-04-19T07:06:59Z","White Mountain","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Embossed Fabric","Women's White Mountain Davenport Ankle Boot",,"Online only"
"AWo0fGSp0U_gzG0heym-","2019-04-19","2019-04-19T07:06:40Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe Faux Suede/Fabric","Women's A2 by Aerosoles My Way Biker Boot",,"Online only"
"AWo0fwH7M263mwCq5zip","2019-04-19","2019-04-19T07:06:39Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown Stretch Faux Leather","Women's A2 by Aerosoles Persimmon Boot",,"Online only"
"AWo0m22GAGTnQPR7rBz7","2019-04-19","2019-04-19T07:06:39Z","Ellie Shoes","Womens Shoes,Clothing,All Womens Shoes,Shoes","Silver Glitter","BP579-CHABLIS 5.5'' Heel Platform Ankle Boot",,"Online only"
"AWo0gljpJbEilcB6MS1G","2019-04-19","2019-04-19T07:06:39Z","Aerosoles","Womens Shoes,Clothing,All Womens Shoes,Shoes","White","Women's A2 by Aerosoles Drive Time Penny Loafer Slide",,"Online only"
"AWo0gu99JbEilcB6MS6F","2019-04-19","2019-04-19T07:06:37Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Gray","Women Contrast Color PU Panel Mesh Training Shoes",,"Online only: 50% off"
"AWo0f2e_JbEilcB6MSf2","2019-04-19","2019-04-19T07:06:37Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Pink","Women Contrast Color PU Panel Mesh Training Shoes",,"Online only: 50% off"
"AWo0hYCiAGTnQPR7rAo0","2019-04-19","2019-04-19T07:06:36Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Sand Leather","women's softwalk ramsey lace chukka bootie",,"Online only"
"AWo0iJ71JbEilcB6MTl5","2019-04-19","2019-04-19T07:06:36Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Soft Mini Tumbled Leather","women's softwalk ramsey lace chukka bootie",,"Online only"
"AWo0gSED0U_gzG0hezHa","2019-04-19","2019-04-19T07:06:21Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Women's Made of Honor Dress Pump",,"Online only"
"AWo0fOs_0U_gzG0heyrT","2019-04-19","2019-04-19T07:06:21Z","Breckelles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Light Brown","Breckelles AF29 Women Leatherette Plating Buckle Military Lace Up Bootie",,"Online only"
"AWo0f_pUJbEilcB6MSj5","2019-04-19","2019-04-19T07:06:21Z","Breckelles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Military Green","Breckelles AF29 Women Leatherette Plating Buckle Military Lace Up Bootie",,"Online only"
"AWo0hNmoAGTnQPR7rAjn","2019-04-19","2019-04-19T07:06:20Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe","Womens Ruffle Faux Suede Ankle-strap Heels",,"Online only: 49% off"
"AWo0hblt0U_gzG0hezsX","2019-04-19","2019-04-19T07:06:18Z","Breckelles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","Breckelles AD94 Women Leatherette Designer Cut Out Round Toe Ankle Bootie",,"Online only"
"AWo0kAGcM263mwCq51HE","2019-04-19","2019-04-19T07:06:18Z","Breckelles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Breckelles AD94 Women Leatherette Designer Cut Out Round Toe Ankle Bootie",,"Online only"
"AWo0e70yAGTnQPR7q_fW","2019-04-19","2019-04-19T07:06:17Z","Breckelles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","Breckelles AD94 Women Leatherette Designer Cut Out Round Toe Ankle Bootie",,"Online only"
"AWo0fM7NM263mwCq5zVY","2019-04-19","2019-04-19T07:06:17Z","Yellow Box","Clothing,Shoes,Womens Shoes,All Womens Shoes","Clear","Yellow Box Women's Attwell Flat Sandal",,"Online only: 30% off"
"AWo0fyJfAGTnQPR7q_4P","2019-04-19","2019-04-19T07:06:17Z","Breckelles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Breckelles AD94 Women Leatherette Designer Cut Out Round Toe Ankle Bootie",,"Online only"
"AWo0fsJ3JbEilcB6MSbM","2019-04-19","2019-04-19T07:06:16Z","Breckelle's","Clothing,Shoes,Womens Shoes,All Womens Shoes","Beige","Breckelles Women's HEATHER-34 Faux Suede Chunky Heel Ankle Booties Wine Suede 6.5",,"Online only"
"AWo0ftLBAGTnQPR7q_2S","2019-04-19","2019-04-19T07:06:15Z","Cape Robbin","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Cape Robbin Women's Pointy Toe Metallic Leatherette Stiletto Ankle Bootie (Black, 8.5 B(M) US)",,"Online only"
"AWo0kFk2AGTnQPR7rBdF","2019-04-19","2019-04-19T07:06:02Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blue Multi Leather","Women's L'Artiste by Spring Step Caicos Mary Jane",,"Online only"
"AWo0hUUC0U_gzG0hezpA","2019-04-19","2019-04-19T07:06:01Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Neon Pink Glitter/Neon Pink Glitter","Women's Pleaser Delight 1018G",,"Online only"
"AWo0gQGU0U_gzG0hezGQ","2019-04-19","2019-04-19T07:06:01Z","Funtasma","Womens Shoes,Clothing,All Womens Shoes,Shoes","Hot Pink Stretch Pat","GOGO-307 Women's Block Heel Knee High Mesh Boots",,"Online only"
"AWo0fTWdJbEilcB6MSQv","2019-04-19","2019-04-19T07:06:01Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Grey Multi Leather","Women's L'Artiste by Spring Step Glennie Slide",,"Online only"
"AWo0hT9MJbEilcB6MTMi","2019-04-19","2019-04-19T07:06:01Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","HOT PINK STR PATENT-MESH","GOGO-307 Women's Block Heel Knee High Mesh Boots",,"Online only"
"AWo0gfFVM263mwCq5z4I","2019-04-19","2019-04-19T07:06:01Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Beige Leather","Women's L'Artiste by Spring Step Gian Bootie",,"Online only"
"AWo0hd8D0U_gzG0heztp","2019-04-19","2019-04-19T07:06:01Z","Funtasma","Womens Shoes,Clothing,All Womens Shoes,Shoes","Hot Pink Stretch Pat","GOGO-307 Women's Block Heel Knee High Mesh Boots",,"Online only"
"AWo0j6UaAGTnQPR7rBbA","2019-04-19","2019-04-19T07:06:00Z","Genuine Grip Footwear","Womens Shoes,Clothing,All Womens Shoes,Shoes","White EVA","Women's Genuine Grip Footwear Slip-Resistant Injection Clogs",,"Online only: 31% off"
"AWo0hz9hJbEilcB6MTcI","2019-04-19","2019-04-19T07:05:43Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black PU/Lace","Women's Funtasma Dame 05",,"Online only"
"AWo0f5jeAGTnQPR7q_7V","2019-04-19","2019-04-19T07:05:42Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Stretch Patent/Mesh","Women's Funtasma Gogo 307 Knee High Boot",,"Online only"
"AWo0ewu3AGTnQPR7q_bp","2019-04-19","2019-04-19T07:05:42Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","White Stretch Patent","Women's Exotica 2000",,"Online only"
"AWo0h7h_M263mwCq50lp","2019-04-19","2019-04-19T07:05:41Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red Stretch Patent","Women's Exotica 2000",,"Online only"
"AWo0hY1XAGTnQPR7rApV","2019-04-19","2019-04-19T07:05:41Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver Stretch PU","Women's Exotica 2000",,"Online only"
"AWo0fJ31M263mwCq5zTo","2019-04-19","2019-04-19T07:05:41Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Hot Pink Stretch Patent","Women's Exotica 2000",,"Online only"
"AWo0f6U-JbEilcB6MShs","2019-04-19","2019-04-19T07:05:40Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Hot Pink Stretch Patent","Women's Exotica 2000",,"Online only"
"AWo0mZDQ0U_gzG0he0uf","2019-04-19","2019-04-19T07:05:39Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cream Patent","Women's Pleaser Pink Label Queen 04 Pump",,"Online only"
"AWo0ltJE0U_gzG0he0o8","2019-04-19","2019-04-19T07:05:39Z","Genuine Grip Footwear","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black EVA","Women's Genuine Grip Footwear Slip-Resistant Injection Clogs",,"Online only: 31% off"
"AWo0ieNm0U_gzG0he0Ld","2019-04-19","2019-04-19T07:05:38Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Patent","Women's Pleaser Pink Label Queen 04 Pump",,"Online only"
"AWo0lXLzM263mwCq51Rj","2019-04-19","2019-04-19T07:05:37Z","Indigo Rd.","Clothing,Shoes,Womens Shoes,All Womens Shoes","New Sattel","Women's Finn Ankle Bootie",,"Online only: 33% off"
"AWo0fo6zJbEilcB6MSZt","2019-04-19","2019-04-19T07:05:33Z","Drew","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cork Nubuck","Women's Ginger Fisherman Shoe",,"Online only: 48% off"
"AWo0hRTk0U_gzG0heznN","2019-04-19","2019-04-19T07:05:33Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Grey Multi Leather","Women's L'Artiste by Spring Step Ahitop Sneaker",,"Online only"
"AWo0gvYeAGTnQPR7rAUr","2019-04-19","2019-04-19T07:05:31Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Neon Hot Pink Faux Leather/Neon Hot Pink","Women's Pleaser Adore 1019 Open Toe Bootie",,"Online only"
"AWo0lipJAGTnQPR7rBoo","2019-04-19","2019-04-19T07:05:31Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Camel Multi Leather","Women's L'Artiste by Spring Step Caicos Mary Jane",,"Online only"
"AWo0gvt2AGTnQPR7rAVE","2019-04-19","2019-04-19T07:05:31Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Neon Hot Pink Faux Leather/Neon Hot Pink","Women's Pleaser Adore 1019 Open Toe Bootie",,"Online only: 40% off"
"AWo0iS0NJbEilcB6MTp7","2019-04-19","2019-04-19T07:05:30Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Faux Leather/Black Matte","Women's Pleaser Illusion 1021 Open-Toe Bootie",,"Online only"
"AWo0hiMrAGTnQPR7rAt4","2019-04-19","2019-04-19T07:05:30Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Neon Hot Pink Faux Leather/Hot Pink Matte","Women's Pleaser Illusion 1021 Open-Toe Bootie",,"Online only"
"AWo0e5e20U_gzG0heyf2","2019-04-19","2019-04-19T07:05:30Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Stretch Faux Leather and Matte","DOL50 by Pleaser Sexy 5 Chunky Heel Pink Glitter Mary Jane PlatformShoes",,"Online only"
"AWo0f73b0U_gzG0hey89","2019-04-19","2019-04-19T07:05:29Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blk Str Pat/Blk","DOL50 by Pleaser Sexy 5 Chunky Heel Pink Glitter Mary Jane PlatformShoes",,"Online only"
"AWo0g5QvJbEilcB6MS_2","2019-04-19","2019-04-19T07:05:28Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Stretch Pat and Black","Women's Pleaser Flamingo-3028 Thigh High Buckle Boot",,"Online only"
"AWo0gmR-0U_gzG0hezR3","2019-04-19","2019-04-19T07:05:27Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","B Pink Str Pat","Pleaser ELECTRA-2000Z - 5 Heel P/F Boot-B. Pink Str Pat-8",,"Online only"
"AWo0iKLbM263mwCq50re","2019-04-19","2019-04-19T07:05:24Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Grey Cow Suede Leather","women's softwalk ramsey lace chukka bootie",,"Online only"
"AWo0e4fkM263mwCq5zJn","2019-04-19","2019-04-19T07:05:20Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Cow Suede Leather","women's softwalk ramsey lace chukka bootie",,"Online only"
"AWo0he9tAGTnQPR7rAsc","2019-04-19","2019-04-19T07:05:19Z","Ellie Shoes","Clothing,Shoes,Womens Shoes,All Womens Shoes","Green","420-QUINLEY, 4'' Knee High Steampunk Boot",,"Online only"
"AWo0guJwAGTnQPR7rAUD","2019-04-19","2019-04-19T07:05:17Z","Penny Loves Kenny","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Microsuede","Penny Loves Kenny Womens Sha Almond Toe Ankle Fashion Boots",,"Online only"
